temperature,humidity,label,cluster
27,88,semangka,1
26,82,semangka,1
27,81,semangka,1
26,90,semangka,1
26,84,semangka,1
27,90,semangka,1
25,82,semangka,1
25,83,semangka,1
27,88,semangka,1
27,88,semangka,1
26,81,semangka,1
26,84,semangka,1
27,81,semangka,1
25,81,semangka,1
27,82,semangka,1
27,88,semangka,1
25,88,semangka,1
25,89,semangka,1
25,87,semangka,1
26,89,semangka,1
26,84,semangka,1
25,86,semangka,1
26,83,semangka,1
25,88,semangka,1
27,89,semangka,1
26,90,semangka,1
25,90,semangka,1
25,82,semangka,1
25,84,semangka,1
25,86,semangka,1
25,87,semangka,1
26,82,semangka,1
27,87,semangka,1
25,88,semangka,1
25,90,semangka,1
27,87,semangka,1
27,87,semangka,1
26,87,semangka,1
27,82,semangka,1
27,81,semangka,1
27,85,semangka,1
27,84,semangka,1
27,84,semangka,1
25,86,semangka,1
26,85,semangka,1
26,88,semangka,1
27,87,semangka,1
26,88,semangka,1
27,87,semangka,1
27,84,semangka,1
27,88,semangka,1
26,86,semangka,1
25,86,semangka,1
25,85,semangka,1
26,82,semangka,1
27,85,semangka,1
26,81,semangka,1
26,90,semangka,1
27,85,semangka,1
26,85,semangka,1
27,84,semangka,1
27,90,semangka,1
28,95,melon,1
28,94,melon,1
30,95,melon,1
29,91,melon,1
30,95,melon,1
30,94,melon,1
30,93,melon,1
30,91,melon,1
28,91,melon,1
29,95,melon,1
29,93,melon,1
30,91,melon,1
30,91,melon,1
29,95,melon,1
29,91,melon,1
29,92,melon,1
30,95,melon,1
28,92,melon,1
30,95,melon,1
30,93,melon,1
29,93,melon,1
30,94,melon,1
30,94,melon,1
30,93,melon,1
29,93,melon,1
30,93,melon,1
30,91,melon,1
30,91,melon,1
28,91,melon,1
30,93,melon,1
30,95,melon,1
29,91,melon,1
29,94,melon,1
29,92,melon,1
28,91,melon,1
30,91,melon,1
28,91,melon,1
30,91,melon,1
30,94,melon,1
29,92,melon,1
28,95,melon,1
28,92,melon,1
30,92,melon,1
28,91,melon,1
28,93,melon,1
29,95,melon,1
30,91,melon,1
30,93,melon,1
29,92,melon,1
28,91,melon,1
28,95,melon,1
30,95,melon,1
28,93,melon,1
30,92,melon,1
28,94,melon,1
30,93,melon,1
28,93,melon,1
30,92,melon,1
30,91,melon,1
28,91,melon,1
28,91,melon,1
30,91,melon,1
30,94,melon,1
30,94,melon,1
29,92,melon,1
30,95,melon,1
28,93,melon,1
30,95,melon,1
29,93,melon,1
30,91,melon,1
28,95,melon,1
29,95,melon,1
30,94,melon,1
29,92,melon,1
28,94,melon,1
28,91,melon,1
28,92,melon,1
29,91,melon,1
29,93,melon,1
30,95,melon,1
30,91,melon,1
30,92,melon,1
29,93,melon,1
29,92,melon,1
28,92,melon,1
28,92,melon,1
30,91,melon,1
29,91,melon,1
30,92,melon,1
28,93,melon,1
29,92,melon,1
28,95,melon,1
30,95,melon,1
29,95,melon,1
28,92,melon,1
30,95,melon,1
29,94,melon,1
29,95,melon,1
28,92,melon,1
29,92,melon,1
23,91,apel,1
24,95,apel,1
23,95,apel,1
22,92,apel,1
24,92,apel,1
23,94,apel,1
23,94,apel,1
23,93,apel,1
22,92,apel,1
24,94,apel,1
22,93,apel,1
23,95,apel,1
24,93,apel,1
24,95,apel,1
24,91,apel,1
24,91,apel,1
24,92,apel,1
23,91,apel,1
23,95,apel,1
23,94,apel,1
22,94,apel,1
23,93,apel,1
23,91,apel,1
22,94,apel,1
23,93,apel,1
22,93,apel,1
23,95,apel,1
23,92,apel,1
22,91,apel,1
22,91,apel,1
24,91,apel,1
24,95,apel,1
23,94,apel,1
23,91,apel,1
23,92,apel,1
23,92,apel,1
23,95,apel,1
23,94,apel,1
23,95,apel,1
23,93,apel,1
23,91,apel,1
24,92,apel,1
24,95,apel,1
22,93,apel,1
23,91,apel,1
24,92,apel,1
22,93,apel,1
24,93,apel,1
24,92,apel,1
24,91,apel,1
23,91,apel,1
24,93,apel,1
24,92,apel,1
24,93,apel,1
23,92,apel,1
23,93,apel,1
24,94,apel,1
23,93,apel,1
24,91,apel,1
24,94,apel,1
22,93,apel,1
23,95,apel,1
23,94,apel,1
22,91,apel,1
24,91,apel,1
22,95,apel,1
23,94,apel,1
22,91,apel,1
23,93,apel,1
22,92,apel,1
23,93,apel,1
23,92,apel,1
22,93,apel,1
24,94,apel,1
23,95,apel,1
23,93,apel,1
23,91,apel,1
24,91,apel,1
22,93,apel,1
23,92,apel,1
22,92,apel,1
23,93,apel,1
24,93,apel,1
24,94,apel,1
23,95,apel,1
22,91,apel,1
23,92,apel,1
23,93,apel,1
22,91,apel,1
24,91,apel,1
23,94,apel,1
24,91,apel,1
23,91,apel,1
24,91,apel,1
23,95,apel,1
24,93,apel,1
23,91,apel,1
23,94,apel,1
24,95,apel,1
23,91,apel,1
16,93,jeruk,1
27,92,jeruk,1
14,92,jeruk,1
19,93,jeruk,1
30,92,jeruk,1
29,93,jeruk,1
26,93,jeruk,1
30,93,jeruk,1
31,91,jeruk,1
24,91,jeruk,1
24,92,jeruk,1
26,91,jeruk,1
32,91,jeruk,1
15,92,jeruk,1
27,95,jeruk,1
25,95,jeruk,1
35,94,jeruk,1
25,91,jeruk,1
24,91,jeruk,1
25,92,jeruk,1
16,95,jeruk,1
20,92,jeruk,1
29,92,jeruk,1
23,94,jeruk,1
22,93,jeruk,1
34,92,jeruk,1
23,93,jeruk,1
15,95,jeruk,1
34,94,jeruk,1
31,91,jeruk,1
31,93,jeruk,1
23,91,jeruk,1
21,91,jeruk,1
31,95,jeruk,1
25,93,jeruk,1
22,92,jeruk,1
23,94,jeruk,1
19,94,jeruk,1
18,94,jeruk,1
35,93,jeruk,1
25,92,jeruk,1
14,92,jeruk,1
23,94,jeruk,1
35,94,jeruk,1
24,92,jeruk,1
30,95,jeruk,1
21,91,jeruk,1
18,92,jeruk,1
16,92,jeruk,1
24,92,jeruk,1
17,93,jeruk,1
25,94,jeruk,1
32,92,jeruk,1
32,92,jeruk,1
19,91,jeruk,1
31,93,jeruk,1
23,92,jeruk,1
14,91,jeruk,1
21,94,jeruk,1
14,95,jeruk,1
33,94,jeruk,1
21,91,jeruk,1
32,91,jeruk,1
26,92,jeruk,1
18,92,jeruk,1
26,95,jeruk,1
33,91,jeruk,1
18,95,jeruk,1
18,95,jeruk,1
20,91,jeruk,1
28,92,jeruk,1
35,93,jeruk,1
33,95,jeruk,1
22,94,jeruk,1
17,95,jeruk,1
32,91,jeruk,1
29,91,jeruk,1
32,95,jeruk,1
30,94,jeruk,1
20,91,jeruk,1
17,92,jeruk,1
35,93,jeruk,1
35,91,jeruk,1
33,91,jeruk,1
26,93,jeruk,1
28,95,jeruk,1
22,91,jeruk,1
36,92,pepaya,1
36,93,pepaya,1
34,93,pepaya,1
34,93,pepaya,1
24,94,pepaya,1
30,91,pepaya,1
33,92,pepaya,1
30,92,pepaya,1
32,94,pepaya,1
37,94,pepaya,1
38,95,pepaya,1
33,91,pepaya,1
28,92,pepaya,1
33,95,pepaya,1
28,91,pepaya,1
24,92,pepaya,1
33,93,pepaya,1
35,94,pepaya,1
28,95,pepaya,1
27,91,pepaya,1
29,94,pepaya,1
35,91,pepaya,1
34,94,pepaya,1
32,91,pepaya,1
25,91,pepaya,1
29,92,pepaya,1
25,93,pepaya,1
34,93,pepaya,1
32,92,pepaya,1
29,95,pepaya,1
30,94,pepaya,1
26,94,pepaya,1
36,92,pepaya,1
25,93,pepaya,1
32,91,pepaya,1
32,92,pepaya,1
24,95,pepaya,1
25,94,pepaya,1
27,91,pepaya,1
31,94,pepaya,1
29,94,pepaya,1
33,94,pepaya,1
31,91,pepaya,1
24,94,pepaya,1
36,94,pepaya,1
28,95,pepaya,1
36,93,pepaya,1
24,91,pepaya,1
34,93,pepaya,1
38,91,pepaya,1
33,93,pepaya,1
26,93,pepaya,1
38,92,pepaya,1
30,94,pepaya,1
26,94,pepaya,1
26,94,pepaya,1
33,95,pepaya,1
30,91,pepaya,1
34,92,pepaya,1
32,95,pepaya,1
27,93,pepaya,1
25,91,pepaya,1
37,94,pepaya,1
27,94,pepaya,1
32,93,pepaya,1
38,92,pepaya,1
24,92,pepaya,1
27,93,kelapa,1
26,95,kelapa,1
29,96,kelapa,1
26,92,kelapa,1
28,100,kelapa,1
30,96,kelapa,1
28,94,kelapa,1
26,91,kelapa,1
27,91,kelapa,1
29,100,kelapa,1
29,92,kelapa,1
29,97,kelapa,1
28,97,kelapa,1
28,100,kelapa,1
27,100,kelapa,1
28,96,kelapa,1
26,98,kelapa,1
26,94,kelapa,1
29,96,kelapa,1
30,92,kelapa,1
28,98,kelapa,1
29,91,kelapa,1
28,95,kelapa,1
28,96,kelapa,1
30,95,kelapa,1
27,96,kelapa,1
29,98,kelapa,1
29,97,kelapa,1
30,97,kelapa,1
28,97,kelapa,1
30,92,kelapa,1
26,94,kelapa,1
27,92,kelapa,1
29,94,kelapa,1
30,93,kelapa,1
29,92,kelapa,1
30,94,kelapa,1
26,99,kelapa,1
27,99,kelapa,1
30,92,kelapa,1
29,93,kelapa,1
29,98,kelapa,1
29,94,kelapa,1
26,96,kelapa,1
30,92,kelapa,1
28,95,kelapa,1
27,99,kelapa,1
26,96,kelapa,1
30,96,kelapa,1
28,92,kelapa,1
27,97,kelapa,1
28,93,kelapa,1
26,95,kelapa,1
29,96,kelapa,1
27,95,kelapa,1
27,92,kelapa,1
28,95,kelapa,1
29,99,kelapa,1
30,93,kelapa,1
29,96,kelapa,1
26,93,kelapa,1
28,93,kelapa,1
30,91,kelapa,1
28,96,kelapa,1
28,100,kelapa,1
29,100,kelapa,1
27,97,kelapa,1
30,96,kelapa,1
26,92,kelapa,1
27,92,kelapa,1
28,93,kelapa,1
28,96,kelapa,1
29,91,kelapa,1
27,92,kelapa,1
26,96,kelapa,1
26,97,kelapa,1
29,96,kelapa,1
27,97,kelapa,1
26,95,kelapa,1
26,95,kelapa,1
29,96,kelapa,1
30,92,kelapa,1
30,96,kelapa,1
27,94,kelapa,1
27,95,kelapa,1
28,92,kelapa,1
29,99,kelapa,1
27,97,kelapa,1
26,95,kelapa,1
28,100,kelapa,1
28,98,kelapa,1
26,100,kelapa,1
27,100,kelapa,1
30,91,kelapa,1
27,99,kelapa,1
29,96,kelapa,1
29,94,kelapa,1
27,94,kelapa,1
26,94,kelapa,1
27,99,kelapa,1
25,80,kapas,1
24,85,kapas,1
24,77,kapas,1
25,76,kapas,1
26,84,kapas,1
25,82,kapas,1
26,81,kapas,1
23,82,kapas,1
24,80,kapas,1
25,80,kapas,1
24,84,kapas,1
24,84,kapas,1
25,76,kapas,1
25,85,kapas,1
25,85,kapas,1
25,83,kapas,1
24,82,kapas,1
25,77,kapas,1
26,79,kapas,1
26,78,kapas,1
24,82,kapas,1
26,82,kapas,1
23,85,kapas,1
23,85,kapas,1
26,83,kapas,1
24,78,kapas,1
23,83,kapas,1
26,80,kapas,1
26,84,kapas,1
23,78,kapas,1
24,78,kapas,1
25,79,kapas,1
25,85,kapas,1
26,80,kapas,1
24,85,kapas,1
26,85,kapas,1
23,80,kapas,1
24,79,kapas,1
24,79,kapas,1
25,76,kapas,1
25,85,kapas,1
25,82,kapas,1
25,85,kapas,1
26,82,kapas,1
25,77,kapas,1
23,78,kapas,1
24,76,kapas,1
24,77,kapas,1
25,82,kapas,1
26,81,kapas,1
23,78,kapas,1
23,77,kapas,1
24,76,kapas,1
26,76,kapas,1
23,83,kapas,1
23,85,kapas,1
24,76,kapas,1
25,81,kapas,1
23,76,kapas,1
26,82,kapas,1
26,82,kapas,1
23,82,kapas,1
26,76,kapas,1
26,78,kapas,1
23,83,kapas,1
26,83,kapas,1
23,77,kapas,1
24,77,kapas,1
26,77,kapas,1
24,84,kapas,1
25,77,kapas,1
26,78,kapas,1
23,81,kapas,1
23,79,kapas,1
23,81,kapas,1
24,84,kapas,1
26,82,kapas,1
26,82,kapas,1
26,81,kapas,1
25,82,kapas,1
24,77,kapas,1
24,77,kapas,1
23,77,kapas,1
25,78,kapas,1
24,83,kapas,1
26,78,kapas,1
23,83,kapas,1
25,79,kapas,1
26,85,kapas,1
23,76,kapas,1
24,78,kapas,1
23,82,kapas,1
25,81,kapas,1
23,83,kapas,1
24,79,kapas,1
23,79,kapas,1
24,77,kapas,1
25,76,kapas,1
24,76,kapas,1
23,84,kapas,1
35,82,anggur,1
19,83,anggur,1
30,83,anggur,1
22,81,anggur,1
26,83,anggur,1
15,81,anggur,1
23,83,anggur,1
35,82,anggur,1
26,83,anggur,1
22,81,anggur,1
14,81,anggur,1
23,83,anggur,1
17,83,anggur,1
32,84,anggur,1
26,81,anggur,1
35,82,anggur,1
25,83,anggur,1
22,81,anggur,1
27,82,anggur,1
17,83,anggur,1
16,81,anggur,1
35,84,anggur,1
28,84,anggur,1
25,82,anggur,1
22,83,anggur,1
16,81,anggur,1
30,83,anggur,1
27,83,anggur,1
18,81,anggur,1
30,82,anggur,1
14,95,jeruk,1
20,91,jeruk,1
19,91,jeruk,1
20,91,jeruk,1
27,95,jeruk,1
18,94,jeruk,1
29,92,jeruk,1
15,95,jeruk,1
22,93,jeruk,1
22,93,jeruk,1
33,91,jeruk,1
25,91,jeruk,1
17,95,jeruk,1
29,94,pepaya,1
26,94,pepaya,1
35,91,pepaya,1
28,91,pepaya,1
25,93,pepaya,1
24,94,pepaya,1
29,94,pepaya,1
24,91,pepaya,1
30,91,pepaya,1
24,92,pepaya,1
34,93,pepaya,1
26,91,pepaya,1
29,94,pepaya,1
25,93,pepaya,1
29,94,pepaya,1
24,91,pepaya,1
25,93,pepaya,1
33,92,pepaya,1
27,91,pepaya,1
26,94,pepaya,1
36,92,pepaya,1
36,93,pepaya,1
24,94,pepaya,1
33,93,pepaya,1
24,91,pepaya,1
36,93,pepaya,1
32,91,pepaya,1
24,93,pepaya,1
24,94,pepaya,1
26,94,pepaya,1
24,94,pepaya,1
32,91,pepaya,1
37,94,pepaya,1
